                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                0.90651,                0.50475,                0.95439,                0.93748,                0.89456,                0.95571,                  0.726,                0.89808,                 0.4578,                0.96659,              0.0085051,              0.0085051,              0.0085051
                    154,                0.89588,                0.49731,                0.95011,                0.94741,                0.89796,                0.95331,                0.72135,                0.90552,                0.46618,                  0.978,              0.0084952,              0.0084952,              0.0084952
                    155,                0.88833,                0.49991,                0.96249,                0.93687,                0.91497,                0.95865,                0.72956,                0.88377,                 0.4522,                0.96747,              0.0084853,              0.0084853,              0.0084853
                    156,                0.88084,                0.50362,                0.95768,                0.94315,                0.91497,                0.95201,                0.72537,                0.87392,                0.45488,                0.95826,              0.0084754,              0.0084754,              0.0084754
                    157,                0.88893,                0.49699,                0.95212,                0.95686,                0.90538,                0.96084,                 0.7354,                0.88463,                0.45537,                0.96675,              0.0084655,              0.0084655,              0.0084655
                    158,                0.88613,                0.49702,                0.95182,                0.95197,                0.88776,                0.95896,                0.72255,                0.89494,                0.46674,                 0.9649,              0.0084556,              0.0084556,              0.0084556
                    159,                0.89104,                0.50039,                0.94669,                0.93622,                0.89874,                0.95734,                0.73045,                0.89046,                0.45555,                0.96861,              0.0084457,              0.0084457,              0.0084457
                    160,                0.88046,                0.49639,                0.95445,                0.95491,                0.88095,                 0.9522,                0.72733,                0.89051,                0.46354,                 0.9724,              0.0084358,              0.0084358,              0.0084358
                    161,                0.87141,                0.49375,                0.94989,                0.91261,                0.92352,                0.95923,                0.72917,                0.88861,                 0.4657,                0.96935,              0.0084259,              0.0084259,              0.0084259
                    162,                0.88308,                0.49636,                0.94709,                  0.931,                0.90476,                0.95807,                0.73497,                0.88592,                0.45447,                0.96718,               0.008416,               0.008416,               0.008416
                    163,                0.88511,                0.49943,                0.95697,                0.95681,                0.90422,                0.96422,                 0.7398,                0.87046,                0.45444,                0.95732,              0.0084061,              0.0084061,              0.0084061
                    164,                0.87736,                0.49469,                0.95232,                0.95995,                0.89674,                0.96123,                0.73198,                0.89509,                0.46238,                0.96846,              0.0083962,              0.0083962,              0.0083962
                    165,                0.88942,                0.50102,                0.95211,                0.94636,                0.89116,                0.96188,                0.73431,                  0.885,                0.44971,                0.96873,              0.0083863,              0.0083863,              0.0083863
                    166,                0.86589,                0.47712,                0.94435,                0.95173,                0.90136,                0.95615,                0.73687,                 0.8556,                0.44735,                0.95339,              0.0083764,              0.0083764,              0.0083764
                    167,                0.88569,                0.49436,                0.94687,                0.93249,                0.92177,                 0.9614,                0.73323,                0.87048,                0.45378,                0.95352,              0.0083665,              0.0083665,              0.0083665
                    168,                0.87687,                0.49606,                 0.9526,                0.93981,                0.91497,                0.96561,                0.72803,                 0.8732,                0.46325,                0.95911,              0.0083566,              0.0083566,              0.0083566
                    169,                0.87197,                 0.4899,                0.94875,                0.95253,                0.89796,                0.96278,                0.73126,                0.88697,                0.46125,                0.98109,              0.0083467,              0.0083467,              0.0083467
                    170,                0.88292,                0.49795,                0.95875,                0.95483,                0.90476,                0.95731,                0.73449,                0.88304,                0.45845,                0.97644,              0.0083368,              0.0083368,              0.0083368
                    171,                0.86272,                0.48816,                0.95357,                0.90208,                0.92517,                0.95374,                0.73329,                0.87717,                0.45473,                0.96933,              0.0083269,              0.0083269,              0.0083269
                    172,                0.87691,                0.49411,                 0.9473,                0.94664,                0.90515,                0.96299,                0.73379,                0.89225,                0.46629,                 0.9715,               0.008317,               0.008317,               0.008317
                    173,                0.87357,                0.48331,                0.94396,                0.95251,                0.90136,                0.96213,                0.72532,                0.88123,                0.45185,                0.96623,              0.0083071,              0.0083071,              0.0083071
                    174,                0.86183,                0.49106,                 0.9413,                0.93763,                0.90476,                0.96413,                0.73071,                0.89087,                0.45439,                0.96621,              0.0082972,              0.0082972,              0.0082972
                    175,                0.85818,                0.48563,                0.94371,                0.94834,                0.90136,                0.96097,                0.72771,                0.89098,                0.45073,                0.96786,              0.0082873,              0.0082873,              0.0082873
                    176,                0.86611,                0.49427,                0.94341,                0.93069,                0.92857,                0.96477,                0.73301,                0.88142,                0.45151,                0.97037,              0.0082774,              0.0082774,              0.0082774
                    177,                0.85483,                0.48002,                0.94913,                0.94249,                0.89186,                0.95786,                0.73572,                0.88093,                0.46706,                0.96431,              0.0082675,              0.0082675,              0.0082675
                    178,                0.85987,                0.48026,                  0.943,                0.91836,                0.91832,                0.95591,                0.72826,                0.89273,                0.46152,                0.97373,              0.0082576,              0.0082576,              0.0082576
                    179,                0.85835,                  0.485,                 0.9494,                0.92959,                0.91497,                0.95766,                0.73302,                0.88436,                0.45755,                0.97111,              0.0082477,              0.0082477,              0.0082477
                    180,                0.85093,                0.47921,                0.93808,                 0.9216,                0.91967,                0.95489,                0.73568,                0.86753,                0.45169,                 0.9627,              0.0082378,              0.0082378,              0.0082378
                    181,                0.86852,                 0.4948,                0.94482,                0.94229,                0.89456,                0.96043,                0.73343,                0.88013,                0.45512,                0.96139,              0.0082279,              0.0082279,              0.0082279
                    182,                0.86478,                0.49006,                0.94799,                0.89885,                0.93703,                 0.9652,                0.74446,                0.87101,                 0.4459,                0.96394,               0.008218,               0.008218,               0.008218
                    183,                0.82751,                0.47519,                0.93795,                0.91598,                0.92708,                0.96693,                0.74365,                 0.8657,                0.44203,                0.96261,              0.0082081,              0.0082081,              0.0082081
                    184,                0.84255,                0.47316,                0.94584,                 0.9375,                0.89116,                0.95352,                0.73012,                0.88054,                0.45768,                0.96875,              0.0081982,              0.0081982,              0.0081982
                    185,                0.85678,                0.48045,                0.95044,                0.94114,                0.90476,                0.95891,                0.73568,                0.86726,                0.45241,                0.96341,              0.0081883,              0.0081883,              0.0081883
                    186,                0.85513,                 0.4814,                0.94613,                0.94956,                0.89796,                0.95886,                0.73658,                0.86609,                0.44246,                0.96665,              0.0081784,              0.0081784,              0.0081784
                    187,                0.86038,                0.48441,                0.93522,                0.95244,                0.90136,                0.96506,                0.73803,                0.86305,                0.44476,                0.96709,              0.0081685,              0.0081685,              0.0081685
                    188,                0.84581,                0.48037,                 0.9432,                0.93697,                0.91015,                0.96314,                0.73565,                0.85825,                0.44456,                0.95419,              0.0081586,              0.0081586,              0.0081586
                    189,                0.85315,                0.47703,                0.95119,                0.93675,                0.90136,                0.96446,                0.74203,                0.86001,                0.44761,                0.96046,              0.0081487,              0.0081487,              0.0081487
                    190,                 0.8466,                0.47547,                0.93876,                0.94907,                0.90476,                0.95816,                0.74084,                0.86614,                0.44581,                0.96738,              0.0081388,              0.0081388,              0.0081388
                    191,                0.85246,                 0.4816,                0.93792,                0.94417,                0.89456,                 0.9603,                0.73369,                0.87766,                0.45667,                0.96582,              0.0081289,              0.0081289,              0.0081289
                    192,                0.85024,                0.48493,                0.94223,                0.94372,                0.91256,                0.95775,                0.73392,                0.86821,                0.45345,                0.95859,               0.008119,               0.008119,               0.008119
                    193,                0.86186,                0.47665,                0.94979,                0.94906,                0.90476,                0.95756,                0.73341,                0.87176,                0.43584,                0.96143,              0.0081091,              0.0081091,              0.0081091
                    194,                0.86553,                 0.4931,                0.94371,                0.94381,                0.91414,                0.96696,                0.73552,                0.87726,                0.43609,                0.96656,              0.0080992,              0.0080992,              0.0080992
                    195,                0.83571,                0.47444,                0.94026,                0.94463,                0.90136,                0.96463,                0.73131,                0.88633,                 0.4499,                0.96985,              0.0080893,              0.0080893,              0.0080893
                    196,                0.83736,                0.46576,                0.92846,                0.94633,                0.89959,                0.96132,                0.73508,                0.87819,                0.45285,                0.96289,              0.0080794,              0.0080794,              0.0080794
                    197,                0.83886,                0.47465,                0.93146,                0.95602,                0.88717,                0.96575,                0.73799,                0.87167,                0.44414,                0.95977,              0.0080695,              0.0080695,              0.0080695
                    198,                0.84054,                0.46413,                 0.9406,                0.95052,                0.89456,                 0.9647,                0.74325,                0.85963,                 0.4371,                0.95316,              0.0080596,              0.0080596,              0.0080596
                    199,                0.83916,                0.47441,                0.92916,                0.94617,                0.88776,                0.95573,                0.73346,                0.87132,                 0.4422,                0.95417,              0.0080497,              0.0080497,              0.0080497
                    200,                0.83301,                0.46011,                0.93059,                0.95713,                0.87755,                0.96093,                 0.7323,                0.88875,                0.44356,                0.96742,              0.0080398,              0.0080398,              0.0080398
                    201,                0.83392,                0.46874,                0.92567,                0.93229,                0.91837,                0.96364,                0.72859,                0.89338,                0.44674,                0.96044,              0.0080299,              0.0080299,              0.0080299
                    202,                0.82647,                0.47042,                 0.9324,                0.93805,                0.92857,                0.96398,                0.72681,                0.89888,                0.44425,                0.96023,                0.00802,                0.00802,                0.00802
                    203,                0.83266,                0.47374,                0.93187,                0.96504,                0.91837,                0.96986,                0.73217,                0.89516,                0.44404,                0.96641,              0.0080101,              0.0080101,              0.0080101
                    204,                 0.8344,                0.46903,                0.93381,                0.94383,                0.91453,                0.96184,                 0.7317,                 0.8944,                0.44656,                0.97584,              0.0080002,              0.0080002,              0.0080002
                    205,                0.82161,                0.45694,                0.92878,                0.94974,                0.91497,                0.95784,                0.73532,                0.88727,                0.43315,                0.97316,              0.0079903,              0.0079903,              0.0079903
                    206,                0.83018,                0.45893,                0.93321,                0.94652,                0.90302,                0.96299,                0.73809,                0.87037,                  0.436,                0.96788,              0.0079804,              0.0079804,              0.0079804
                    207,                0.82135,                0.45654,                0.92657,                0.93711,                0.91236,                0.96145,                0.73828,                0.86879,                0.43573,                0.96162,              0.0079705,              0.0079705,              0.0079705
                    208,                 0.8274,                0.46855,                0.92566,                0.92625,                0.89713,                0.95492,                0.73982,                0.86419,                0.43693,                0.95412,              0.0079606,              0.0079606,              0.0079606
                    209,                0.83401,                0.46307,                0.93745,                0.90691,                 0.9278,                0.95871,                0.73483,                0.86919,                0.44031,                0.95433,              0.0079507,              0.0079507,              0.0079507
                    210,                0.82507,                0.47231,                0.92408,                0.92785,                 0.9186,                0.95586,                0.74133,                0.85595,                0.43844,                0.94713,              0.0079408,              0.0079408,              0.0079408
                    211,                0.82923,                0.47321,                0.93819,                0.93659,                0.90427,                0.95406,                0.73871,                 0.8651,                0.44454,                0.95172,              0.0079309,              0.0079309,              0.0079309
                    212,                0.81841,                0.46264,                0.91487,                0.93872,                0.88572,                0.94977,                0.74251,                0.85338,                 0.4413,                0.94041,               0.007921,               0.007921,               0.007921
                    213,                0.83061,                0.46085,                0.93101,                0.92362,                0.90483,                0.96039,                 0.7435,                0.86013,                0.43657,                0.94827,              0.0079111,              0.0079111,              0.0079111
                    214,                0.82358,                0.46039,                0.92261,                0.93478,                0.91156,                0.96001,                0.74887,                0.85408,                  0.435,                0.94831,              0.0079012,              0.0079012,              0.0079012
                    215,                0.80693,                0.45973,                0.92215,                0.91091,                0.91497,                0.95374,                0.74578,                0.85313,                0.44675,                0.94523,              0.0078913,              0.0078913,              0.0078913
                    216,                0.81125,                0.44728,                0.91899,                0.93897,                0.89456,                 0.9545,                0.74189,                0.86191,                0.43742,                0.95657,              0.0078814,              0.0078814,              0.0078814
                    217,                0.83706,                0.46768,                0.93588,                0.89964,                0.94218,                0.95792,                0.74355,                0.86225,                 0.4445,                0.95344,              0.0078715,              0.0078715,              0.0078715
                    218,                0.81212,                0.45578,                0.92233,                0.90078,                0.92643,                0.95779,                0.73862,                0.86065,                0.44872,                0.95157,              0.0078616,              0.0078616,              0.0078616
                    219,                0.82404,                0.46817,                0.92723,                0.92953,                0.90816,                0.95623,                0.73957,                0.86243,                0.45181,                0.95362,              0.0078517,              0.0078517,              0.0078517
                    220,                0.81942,                0.45499,                0.92583,                0.91851,                0.92517,                0.95827,                0.74038,                0.86677,                0.44415,                 0.9559,              0.0078418,              0.0078418,              0.0078418
                    221,                 0.8127,                0.45507,                 0.9238,                0.92782,                0.91837,                0.95535,                 0.7406,                0.86019,                0.43527,                0.94896,              0.0078319,              0.0078319,              0.0078319
                    222,                0.81828,                0.44806,                0.92446,                 0.9369,                0.90906,                0.96132,                0.74514,                0.85685,                0.43428,                0.94765,               0.007822,               0.007822,               0.007822
                    223,                0.81844,                0.45967,                0.92194,                0.91623,                0.93004,                  0.964,                0.74199,                0.85312,                0.42766,                0.94506,              0.0078121,              0.0078121,              0.0078121
                    224,                0.81049,                0.45431,                0.92899,                0.91424,                0.94218,                0.96184,                0.74562,                0.85796,                0.42938,                 0.9528,              0.0078022,              0.0078022,              0.0078022
                    225,                0.82014,                0.45982,                0.92461,                0.92858,                0.91837,                0.96104,                0.74667,                0.86074,                0.43127,                0.95232,              0.0077923,              0.0077923,              0.0077923
                    226,                0.81995,                0.46324,                0.92697,                0.94311,                0.91497,                0.96292,                0.74687,                0.86239,                 0.4359,                0.94941,              0.0077824,              0.0077824,              0.0077824
                    227,                0.82219,                0.46314,                0.92803,                0.93383,                0.91837,                0.96442,                0.73691,                0.86666,                0.44393,                0.95433,              0.0077725,              0.0077725,              0.0077725
                    228,                 0.8058,                0.44765,                0.91934,                0.93819,                0.91497,                0.95928,                0.73516,                0.86462,                0.44603,                0.95671,              0.0077626,              0.0077626,              0.0077626
                    229,                0.81163,                0.45118,                0.92692,                0.93306,                0.90476,                0.96287,                0.73986,                0.86227,                0.44176,                0.95163,              0.0077527,              0.0077527,              0.0077527
                    230,                0.82146,                0.45466,                0.92794,                0.93672,                0.91156,                0.96315,                0.74352,                0.86052,                0.44145,                0.95035,              0.0077428,              0.0077428,              0.0077428
                    231,                0.82633,                0.45415,                  0.928,                0.91679,                0.93691,                0.96571,                 0.7391,                0.86738,                0.44466,                0.95399,              0.0077329,              0.0077329,              0.0077329
                    232,                0.82595,                0.45814,                0.92571,                0.93291,                0.89868,                0.96026,                 0.7428,                0.86844,                0.44754,                0.95007,               0.007723,               0.007723,               0.007723
                    233,                0.80618,                0.44497,                0.91981,                0.92105,                0.91268,                0.96047,                 0.7417,                0.85772,                0.43719,                0.94524,              0.0077131,              0.0077131,              0.0077131
                    234,                0.79884,                0.43708,                  0.921,                0.90806,                0.94063,                0.96329,                0.74734,                0.84715,                0.43455,                0.94063,              0.0077032,              0.0077032,              0.0077032
                    235,                0.80642,                0.44686,                0.93384,                 0.9013,                0.94218,                0.95638,                0.75089,                0.85259,                0.43692,                0.94025,              0.0076933,              0.0076933,              0.0076933
                    236,                0.80522,                0.44363,                0.91648,                0.90474,                0.93197,                0.96031,                0.74101,                 0.8644,                0.43515,                0.94525,              0.0076834,              0.0076834,              0.0076834
                    237,                0.78909,                0.44462,                0.91798,                0.91319,                0.93032,                0.96077,                0.74121,                0.87444,                0.43083,                0.94903,              0.0076735,              0.0076735,              0.0076735
                    238,                0.81389,                0.44933,                0.92775,                0.89881,                0.94558,                0.96452,                0.74081,                 0.8665,                0.42849,                0.94996,              0.0076636,              0.0076636,              0.0076636
                    239,                0.80752,                0.44561,                 0.9126,                0.92544,                0.91156,                0.95945,                0.73576,                0.87927,                0.43359,                0.95661,              0.0076537,              0.0076537,              0.0076537
                    240,                0.81378,                0.45328,                0.92541,                0.89037,                0.93878,                0.95866,                0.73388,                0.89644,                0.44433,                0.95976,              0.0076438,              0.0076438,              0.0076438
                    241,                 0.8113,                0.44996,                0.92219,                0.90978,                0.92608,                0.96509,                0.74229,                0.88428,                0.44251,                0.96036,              0.0076339,              0.0076339,              0.0076339
                    242,                 0.8081,                0.45494,                0.92218,                0.92451,                0.90476,                0.96214,                0.74258,                0.87439,                0.44229,                0.95756,               0.007624,               0.007624,               0.007624
                    243,                0.77697,                0.43945,                0.91383,                0.93745,                0.90136,                0.96556,                0.74243,                0.87741,                0.43584,                0.96197,              0.0076141,              0.0076141,              0.0076141
                    244,                0.80214,                0.45058,                0.92162,                0.91589,                0.92601,                0.96593,                 0.7489,                0.87124,                0.42994,                0.95768,              0.0076042,              0.0076042,              0.0076042
                    245,                0.80347,                0.45448,                0.92111,                0.92805,                0.91156,                0.96191,                0.73885,                0.88058,                0.43465,                0.95658,              0.0075943,              0.0075943,              0.0075943
                    246,                0.81102,                0.44863,                0.92532,                0.92438,                0.91497,                0.96373,                 0.7384,                0.88056,                0.43679,                0.95758,              0.0075844,              0.0075844,              0.0075844
                    247,                0.80193,                 0.4551,                0.91895,                 0.9324,                0.91156,                0.96551,                0.74301,                0.88489,                0.43996,                0.96071,              0.0075745,              0.0075745,              0.0075745
                    248,                0.79651,                0.44602,                0.91662,                0.90526,                0.92857,                0.96347,                 0.7387,                0.88194,                0.43605,                0.95606,              0.0075646,              0.0075646,              0.0075646
                    249,                0.80021,                0.44126,                0.91761,                0.94607,                0.89456,                0.96657,                0.74359,                0.87825,                0.43452,                0.95381,              0.0075547,              0.0075547,              0.0075547
                    250,                0.80856,                0.45007,                0.92126,                 0.9364,                0.90816,                0.96488,                0.73655,                0.87571,                0.43132,                0.95117,              0.0075448,              0.0075448,              0.0075448
                    251,                0.80479,                0.45038,                0.92432,                0.94414,                 0.9198,                0.96515,                0.73485,                0.86739,                0.43237,                0.94828,              0.0075349,              0.0075349,              0.0075349
                    252,                0.79485,                0.44406,                0.91489,                0.94744,                0.91974,                0.96489,                0.74113,                0.86297,                0.42893,                0.94565,               0.007525,               0.007525,               0.007525
                    253,                0.78891,                0.44396,                0.91803,                0.94633,                0.91837,                0.96317,                0.73223,                 0.8732,                0.43393,                0.95502,              0.0075151,              0.0075151,              0.0075151
                    254,                 0.7878,                0.43713,                0.91834,                0.94371,                0.92177,                0.96011,                0.72961,                0.88028,                0.43368,                 0.9626,              0.0075052,              0.0075052,              0.0075052
                    255,                0.80479,                0.45103,                0.92077,                0.94835,                0.91497,                0.95467,                0.73415,                0.87453,                0.43378,                0.95701,              0.0074953,              0.0074953,              0.0074953
                    256,                0.79912,                0.43836,                0.91967,                0.94375,                0.91316,                0.95819,                0.74049,                0.86208,                0.43206,                0.95153,              0.0074854,              0.0074854,              0.0074854
                    257,                0.80204,                0.44742,                0.91898,                0.93569,                0.90816,                0.95608,                0.74298,                0.85772,                0.43674,                0.94418,              0.0074755,              0.0074755,              0.0074755
                    258,                0.78272,                0.43273,                0.91406,                0.92202,                0.90136,                0.95747,                0.74646,                0.85411,                0.43794,                0.94526,              0.0074656,              0.0074656,              0.0074656
                    259,                0.79405,                0.43852,                0.92304,                0.93046,                0.91025,                0.95725,                0.74386,                0.85931,                0.44051,                0.95147,              0.0074557,              0.0074557,              0.0074557
                    260,                0.78168,                 0.4349,                0.91346,                0.92876,                0.90476,                0.95875,                0.74834,                0.85539,                0.43641,                0.94504,              0.0074458,              0.0074458,              0.0074458
                    261,                0.79007,                0.42999,                0.90757,                0.90866,                0.93197,                0.96064,                0.75165,                0.85454,                0.43202,                0.93755,              0.0074359,              0.0074359,              0.0074359
                    262,                0.77986,                0.43169,                0.91362,                0.90515,                0.93537,                0.96175,                0.75135,                0.86359,                0.43463,                0.94066,               0.007426,               0.007426,               0.007426
                    263,                0.78919,                0.44293,                0.92302,                0.93371,                0.90136,                 0.9607,                0.74807,                0.86731,                 0.4328,                0.94556,              0.0074161,              0.0074161,              0.0074161
                    264,                0.76999,                0.44174,                0.90807,                0.90301,                0.93878,                0.95978,                0.74351,                0.85668,                 0.4313,                0.94527,              0.0074062,              0.0074062,              0.0074062
                    265,                0.77743,                0.43338,                0.91135,                0.90475,                0.93689,                0.95803,                0.74625,                0.85952,                0.43062,                 0.9472,              0.0073963,              0.0073963,              0.0073963
                    266,                0.78925,                 0.4389,                0.90288,                0.91979,                0.93614,                0.96395,                0.75073,                0.85835,                0.43132,                0.94682,              0.0073864,              0.0073864,              0.0073864
                    267,                   0.77,                0.43112,                 0.9046,                0.94738,                0.90816,                0.96541,                0.74643,                0.86624,                0.42439,                0.94576,              0.0073765,              0.0073765,              0.0073765
                    268,                0.78638,                0.44291,                0.92022,                0.90649,                0.94898,                0.96307,                0.74683,                0.86412,                0.42383,                0.94383,              0.0073666,              0.0073666,              0.0073666
                    269,                0.77365,                0.43678,                0.90603,                  0.909,                0.94898,                 0.9634,                0.74733,                0.86793,                0.42583,                0.94529,              0.0073567,              0.0073567,              0.0073567
                    270,                0.78561,                0.43625,                0.91624,                0.90034,                0.95238,                0.96363,                0.74275,                0.87357,                0.42573,                0.94791,              0.0073468,              0.0073468,              0.0073468
                    271,                0.78352,                0.43961,                0.91474,                 0.9077,                0.93658,                 0.9612,                0.74326,                 0.8695,                0.43211,                0.94689,              0.0073369,              0.0073369,              0.0073369
                    272,                0.78342,                0.44152,                0.91485,                0.91107,                0.94085,                0.96362,                0.74423,                0.87064,                0.42615,                0.94619,               0.007327,               0.007327,               0.007327
                    273,                0.76774,                0.43625,                0.90697,                0.91231,                0.93197,                0.96286,                0.74822,                0.86715,                0.42478,                0.94645,              0.0073171,              0.0073171,              0.0073171
                    274,                0.78253,                0.44458,                0.91151,                0.94654,                0.90335,                0.96214,                0.73904,                0.86503,                0.42714,                0.94594,              0.0073072,              0.0073072,              0.0073072
                    275,                0.79116,                0.44156,                0.91568,                0.92207,                0.93537,                0.96056,                0.73974,                0.86895,                0.42856,                0.94874,              0.0072973,              0.0072973,              0.0072973
                    276,                0.79379,                0.44235,                0.91564,                0.91809,                0.93197,                0.96054,                0.74361,                 0.8715,                0.42982,                0.94918,              0.0072874,              0.0072874,              0.0072874
                    277,                0.78139,                0.42778,                0.91246,                0.92802,                0.92093,                0.96253,                0.74352,                0.87469,                0.43416,                0.94999,              0.0072775,              0.0072775,              0.0072775
                    278,                0.77037,                0.42948,                0.90694,                0.93714,                0.91271,                0.96281,                0.74222,                0.87839,                0.43776,                 0.9526,              0.0072676,              0.0072676,              0.0072676
                    279,                0.76651,                0.42718,                0.90551,                0.94306,                0.90139,                0.95848,                0.73521,                0.88422,                0.43702,                0.95963,              0.0072577,              0.0072577,              0.0072577
                    280,                0.75988,                0.42417,                 0.9045,                0.95308,                 0.8982,                0.95882,                0.73565,                0.88885,                0.43311,                0.95992,              0.0072478,              0.0072478,              0.0072478
                    281,                0.77392,                0.43024,                0.90715,                0.94106,                0.92327,                0.96224,                0.73917,                0.88306,                0.42897,                0.95818,              0.0072379,              0.0072379,              0.0072379
                    282,                0.77201,                0.43439,                0.90813,                0.93714,                0.92177,                0.95613,                0.74352,                0.87846,                0.42861,                0.96045,               0.007228,               0.007228,               0.007228
                    283,                0.75446,                0.42107,                0.90663,                0.94444,                0.91837,                0.95654,                0.73731,                0.87557,                0.42588,                0.95908,              0.0072181,              0.0072181,              0.0072181
                    284,                0.78629,                0.43504,                0.90897,                0.94062,                0.91598,                0.96096,                0.74007,                0.87505,                0.42589,                0.96098,              0.0072082,              0.0072082,              0.0072082
                    285,                0.75857,                0.42564,                0.90448,                  0.941,                0.91837,                0.96018,                0.74269,                0.87762,                0.42605,                0.96242,              0.0071983,              0.0071983,              0.0071983
                    286,                0.79098,                0.43672,                0.91097,                0.93707,                0.91837,                0.96389,                0.74537,                0.86947,                0.42866,                0.95759,              0.0071884,              0.0071884,              0.0071884
