                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    189,                0.75607,                0.45954,                0.92081,                0.98908,                0.96773,                0.99217,                0.84795,                0.62375,                0.37779,                0.86797,              0.0016297,              0.0016297,              0.0016297
                    190,                0.76153,                0.45712,                0.92006,                0.97412,                 0.9773,                0.99199,                0.85297,                0.60334,                0.37403,                0.85807,              0.0016278,              0.0016278,              0.0016278
                    191,                0.77007,                0.47009,                0.93484,                0.97588,                0.97228,                 0.9923,                0.85055,                0.62134,                0.37138,                0.86114,              0.0016258,              0.0016258,              0.0016258
                    192,                0.74945,                 0.4703,                0.92983,                0.98376,                0.97027,                0.99353,                0.85094,                0.61536,                0.36369,                0.86349,              0.0016238,              0.0016238,              0.0016238
                    193,                0.76797,                0.47074,                0.94163,                0.98439,                0.96395,                0.99223,                 0.8439,                0.63099,                0.37362,                0.86851,              0.0016218,              0.0016218,              0.0016218
                    194,                0.77154,                0.46954,                0.93588,                0.98517,                0.97531,                0.99083,                   0.85,                0.60938,                0.37115,                 0.8658,              0.0016198,              0.0016198,              0.0016198
                    195,                0.83629,                0.49704,                0.96936,                0.98123,                0.97705,                0.99242,                0.85053,                0.59648,                0.36632,                0.86674,              0.0016179,              0.0016179,              0.0016179
                    196,                 0.7365,                0.45915,                0.92863,                0.97497,                0.97864,                0.99104,                0.84501,                0.57074,                0.36524,                0.85886,              0.0016159,              0.0016159,              0.0016159
                    197,                0.75409,                 0.4518,                0.92544,                0.97991,                0.97063,                0.99145,                0.84931,                0.58023,                0.36331,                0.86097,              0.0016139,              0.0016139,              0.0016139
                    198,                0.79896,                0.47901,                0.94739,                0.97849,                0.97192,                0.99227,                0.84274,                0.61265,                0.36453,                0.86928,              0.0016119,              0.0016119,              0.0016119
                    199,                 0.7699,                0.47347,                0.94428,                 0.9796,                0.96189,                 0.9895,                0.83898,                0.61851,                0.37994,                0.87035,              0.0016099,              0.0016099,              0.0016099
                    200,                0.76418,                0.48028,                0.94246,                 0.9865,                0.97566,                0.99355,                0.85329,                0.59892,                0.36198,                0.86404,               0.001608,               0.001608,               0.001608
                    201,                0.81202,                0.48271,                  0.959,                0.97893,                0.96929,                0.99327,                 0.8498,                0.59171,                0.36386,                0.86013,               0.001606,               0.001606,               0.001606
                    202,                0.76255,                0.45769,                0.92943,                0.99304,                0.98264,                0.99458,                0.86212,                0.58508,                0.35338,                0.85837,               0.001604,               0.001604,               0.001604
                    203,                0.72942,                0.43853,                0.92946,                0.98624,                0.98264,                0.99419,                0.86498,                0.58115,                0.35039,                0.85585,               0.001602,               0.001602,               0.001602
                    204,                0.76104,                0.46573,                0.94347,                0.98525,                0.98079,                0.99421,                 0.8631,                0.59559,                0.35251,                0.86041,                 0.0016,                 0.0016,                 0.0016
                    205,                0.75454,                0.45175,                 0.9414,                0.99163,                0.97463,                0.99385,                0.85489,                0.60038,                0.35674,                0.86063,              0.0015981,              0.0015981,              0.0015981
                    206,                0.77375,                0.47255,                0.94942,                 0.9836,                 0.9773,                0.99322,                0.85589,                 0.5982,                0.36983,                0.85956,              0.0015961,              0.0015961,              0.0015961
                    207,                0.77102,                0.47569,                 0.9473,                0.98542,                0.98398,                0.99446,                0.85546,                0.58778,                0.36124,                0.85524,              0.0015941,              0.0015941,              0.0015941
                    208,                0.75521,                0.46307,                0.93261,                0.98521,                0.97839,                0.99401,                0.86521,                0.59349,                0.34948,                0.85458,              0.0015921,              0.0015921,              0.0015921
                    209,                0.74628,                0.47031,                0.92697,                0.98879,                0.97997,                0.99352,                0.86284,                0.62086,                0.35663,                0.85884,              0.0015901,              0.0015901,              0.0015901
                    210,                0.75632,                 0.4602,                0.93449,                0.99359,                0.98131,                0.99448,                0.86775,                0.60325,                0.35263,                0.85741,              0.0015882,              0.0015882,              0.0015882
                    211,                0.73551,                 0.4592,                0.92904,                0.99378,                0.98531,                0.99468,                0.85759,                0.58473,                0.35822,                0.85018,              0.0015862,              0.0015862,              0.0015862
                    212,                0.77831,                0.46476,                0.94515,                0.98707,                0.98264,                0.99399,                0.85985,                0.59303,                0.35911,                0.85057,              0.0015842,              0.0015842,              0.0015842
                    213,                0.74053,                0.45957,                0.91944,                0.98659,                 0.9819,                0.99407,                0.85998,                0.59069,                0.35618,                0.85281,              0.0015822,              0.0015822,              0.0015822
                    214,                0.72478,                0.45031,                0.89793,                0.98006,                0.98665,                0.99347,                0.86422,                0.57985,                0.35044,                0.84816,              0.0015802,              0.0015802,              0.0015802
                    215,                0.78288,                0.46959,                0.92477,                 0.9888,                0.97597,                0.99424,                0.86168,                0.58524,                0.34829,                0.85156,              0.0015783,              0.0015783,              0.0015783
                    216,                0.78303,                0.46306,                0.93763,                0.99187,                0.97743,                0.99433,                0.86547,                0.56737,                0.34453,                0.84881,              0.0015763,              0.0015763,              0.0015763
                    217,                0.74419,                0.45751,                0.91203,                0.98782,                 0.9744,                0.99339,                 0.8674,                 0.5656,                 0.3401,                0.84933,              0.0015743,              0.0015743,              0.0015743
                    218,                0.71711,                0.43465,                0.92015,                0.98117,                0.98531,                0.99391,                 0.8693,                 0.5699,                0.34144,                0.84751,              0.0015723,              0.0015723,              0.0015723
                    219,                0.75301,                0.44858,                0.91884,                0.99058,                 0.9828,                0.99455,                0.86361,                0.58693,                 0.3456,                0.84971,              0.0015703,              0.0015703,              0.0015703
                    220,                  0.719,                0.46633,                0.90959,                0.98699,                0.97997,                0.99411,                0.87369,                0.57433,                0.34118,                0.84644,              0.0015684,              0.0015684,              0.0015684
                    221,                0.71242,                0.43698,                 0.8961,                0.98503,                0.98398,                0.99413,                0.86905,                0.57135,                0.34895,                0.84606,              0.0015664,              0.0015664,              0.0015664
                    222,                0.73386,                0.44689,                0.91034,                0.99188,                0.97806,                0.99369,                0.87361,                0.56734,                0.34664,                0.84538,              0.0015644,              0.0015644,              0.0015644
                    223,                0.73131,                0.45682,                0.91699,                0.98527,                0.98266,                0.99388,                0.86507,                 0.5752,                 0.3438,                0.85004,              0.0015624,              0.0015624,              0.0015624
                    224,                 0.7279,                0.44799,                0.91041,                0.99461,                0.98631,                0.99474,                0.86486,                0.57423,                0.34194,                0.85059,              0.0015604,              0.0015604,              0.0015604
                    225,                0.74594,                0.44736,                0.91583,                0.99433,                0.97463,                0.99415,                0.86258,                 0.5665,                0.35038,                0.84799,              0.0015585,              0.0015585,              0.0015585
                    226,                0.76881,                0.45416,                0.93759,                0.99514,                0.97997,                0.99443,                0.85901,                0.58991,                0.33896,                0.85289,              0.0015565,              0.0015565,              0.0015565
                    227,                0.71507,                0.44016,                0.93058,                0.99248,                0.98131,                0.99453,                0.86835,                 0.5753,                0.34447,                0.84956,              0.0015545,              0.0015545,              0.0015545
                    228,                0.71996,                0.43631,                0.89719,                0.98014,                0.98813,                0.99434,                0.86404,                0.55996,                0.34465,                0.84452,              0.0015525,              0.0015525,              0.0015525
                    229,                0.72522,                0.44433,                0.92766,                0.98083,                0.98131,                0.99212,                0.86262,                0.56333,                0.34272,                0.84824,              0.0015505,              0.0015505,              0.0015505
                    230,                0.68352,                0.44661,                0.91523,                0.98786,                0.97813,                0.99391,                0.87048,                0.54915,                0.34259,                0.84461,              0.0015486,              0.0015486,              0.0015486
                    231,                0.70796,                0.43442,                0.91822,                0.99236,                 0.9773,                0.99351,                  0.862,                 0.5682,                0.34213,                 0.8467,              0.0015466,              0.0015466,              0.0015466
                    232,                0.73173,                0.43829,                0.91359,                0.98697,                0.98398,                0.99421,                0.87295,                0.55307,                0.33514,                0.84573,              0.0015446,              0.0015446,              0.0015446
                    233,                0.73537,                0.44488,                0.93887,                0.98552,                0.98264,                0.99432,                0.87568,                0.53562,                0.32994,                0.84068,              0.0015426,              0.0015426,              0.0015426
                    234,                0.73998,                0.45512,                0.93394,                0.99455,                0.97397,                0.99427,                0.87213,                0.56144,                0.34292,                  0.845,              0.0015406,              0.0015406,              0.0015406
                    235,                0.73644,                0.45532,                0.92469,                0.99093,                0.98131,                0.99418,                0.86827,                0.56093,                0.34489,                 0.8444,              0.0015387,              0.0015387,              0.0015387
                    236,                0.69676,                0.43743,                0.91452,                 0.9791,                0.98264,                0.99365,                0.87295,                0.55745,                0.34714,                 0.8417,              0.0015367,              0.0015367,              0.0015367
                    237,                0.74829,                0.44842,                 0.9379,                0.98792,                0.98131,                0.99441,                0.87375,                0.55003,                0.33503,                0.84211,              0.0015347,              0.0015347,              0.0015347
                    238,                0.71952,                0.44264,                0.91657,                0.98749,                 0.9773,                0.99393,                0.87295,                0.53327,                 0.3286,                0.83888,              0.0015327,              0.0015327,              0.0015327
                    239,                0.68361,                0.42587,                0.88689,                0.98794,                0.98396,                 0.9945,                0.87897,                0.52201,                 0.3246,                0.83637,              0.0015307,              0.0015307,              0.0015307
                    240,                0.70677,                0.44013,                0.90367,                0.98141,                0.98702,                0.99441,                0.87805,                0.52716,                0.33155,                0.83773,              0.0015288,              0.0015288,              0.0015288
                    241,                0.71355,                0.43697,                0.92394,                0.98207,                0.98398,                0.99421,                0.87184,                0.53887,                0.33297,                0.83931,              0.0015268,              0.0015268,              0.0015268
                    242,                0.70637,                0.43327,                0.89463,                0.97992,                 0.9733,                0.99372,                0.87153,                0.53457,                0.34335,                0.83926,              0.0015248,              0.0015248,              0.0015248
                    243,                0.72684,                0.45378,                0.91808,                0.99455,                0.97412,                0.99367,                 0.8708,                0.54917,                0.33853,                0.83832,              0.0015228,              0.0015228,              0.0015228
                    244,                0.69008,                 0.4259,                0.90011,                0.98789,                0.98002,                0.99402,                0.87814,                0.53723,                0.33599,                 0.8373,              0.0015208,              0.0015208,              0.0015208
                    245,                0.71506,                0.44096,                0.91328,                0.98662,                 0.9842,                0.99429,                0.88057,                0.53405,                0.33532,                0.83506,              0.0015189,              0.0015189,              0.0015189
                    246,                0.70823,                0.44288,                0.90316,                0.98316,                0.98264,                0.99438,                 0.8767,                0.52656,                0.33321,                0.83342,              0.0015169,              0.0015169,              0.0015169
                    247,                 0.7151,                 0.4226,                0.89319,                0.98722,                0.97864,                0.99411,                0.87509,                0.52875,                0.32669,                0.83495,              0.0015149,              0.0015149,              0.0015149
                    248,                0.69788,                0.41961,                0.90589,                0.98923,                 0.9807,                0.99436,                0.87957,                 0.5271,                0.33934,                 0.8348,              0.0015129,              0.0015129,              0.0015129
                    249,                0.71946,                0.43027,                0.92496,                 0.9903,                0.97997,                0.99441,                0.86936,                0.55166,                0.34508,                0.84082,              0.0015109,              0.0015109,              0.0015109
                    250,                0.74138,                0.53467,                0.93916,                0.99122,                0.98131,                0.99448,                0.87572,                0.54817,                0.34116,                0.83724,               0.001509,               0.001509,               0.001509
                    251,                0.70902,                 0.4378,                0.90738,                0.98691,                0.97864,                0.99425,                0.87416,                0.54579,                 0.3399,                0.83778,               0.001507,               0.001507,               0.001507
                    252,                0.73161,                0.44709,                0.91631,                0.98545,                0.98398,                0.99435,                0.88107,                0.53986,                0.33286,                0.83593,               0.001505,               0.001505,               0.001505
                    253,                0.67839,                  0.425,                0.91188,                0.98899,                0.99065,                 0.9947,                0.88299,                0.53476,                0.33492,                0.83299,               0.001503,               0.001503,               0.001503
                    254,                 0.7081,                0.43223,                0.90925,                0.99094,                0.98264,                0.99464,                0.87927,                  0.542,                0.32406,                0.83373,               0.001501,               0.001501,               0.001501
                    255,                0.70684,                0.42716,                0.90713,                 0.9827,                0.98616,                0.99426,                0.88205,                0.51716,                0.32279,                0.83347,              0.0014991,              0.0014991,              0.0014991
                    256,                0.70634,                0.43226,                0.91748,                0.98859,                0.98264,                0.99441,                0.87427,                0.53552,                0.32552,                0.83759,              0.0014971,              0.0014971,              0.0014971
                    257,                0.70647,                0.43077,                0.92286,                0.98907,                0.98531,                0.99458,                0.87617,                0.55748,                 0.3366,                0.84527,              0.0014951,              0.0014951,              0.0014951
                    258,                0.71758,                0.44469,                0.92849,                0.99325,                0.98221,                0.99441,                0.88085,                0.56119,                0.33247,                0.84156,              0.0014931,              0.0014931,              0.0014931
                    259,                0.68876,                0.42296,                0.90514,                0.98654,                0.97997,                0.99392,                0.88134,                0.55417,                0.32881,                0.83974,              0.0014911,              0.0014911,              0.0014911
                    260,                0.71674,                0.43518,                 0.9064,                0.98923,                0.98093,                0.99378,                0.88128,                0.55397,                0.33836,                0.83809,              0.0014892,              0.0014892,              0.0014892
                    261,                 0.6868,                0.41777,                0.92519,                0.99165,                0.97997,                0.99433,                0.88206,                0.53892,                0.32115,                0.83695,              0.0014872,              0.0014872,              0.0014872
                    262,                0.67371,                0.41528,                0.90747,                0.98955,                0.98264,                0.99424,                0.87671,                0.53503,                0.33008,                0.83722,              0.0014852,              0.0014852,              0.0014852
                    263,                0.66734,                 0.4085,                0.91799,                0.98513,                0.98131,                0.99418,                0.87711,                0.53685,                0.32779,                0.83705,              0.0014832,              0.0014832,              0.0014832
                    264,                0.72025,                0.45247,                0.91865,                 0.9837,                0.98131,                0.99368,                0.87802,                0.54031,                0.32518,                0.83927,              0.0014812,              0.0014812,              0.0014812
                    265,                0.72069,                0.44847,                0.91943,                0.97989,                0.98531,                0.99438,                0.87972,                0.54132,                0.32905,                 0.8378,              0.0014793,              0.0014793,              0.0014793
                    266,                0.70992,                0.44428,                0.92944,                0.99161,                0.98665,                 0.9947,                0.88542,                0.54229,                0.32156,                0.83836,              0.0014773,              0.0014773,              0.0014773
                    267,                0.66481,                0.40748,                0.88789,                0.98256,                0.97807,                0.99288,                 0.8677,                0.56861,                 0.3388,                 0.8453,              0.0014753,              0.0014753,              0.0014753
                    268,                0.68409,                0.41624,                0.90529,                0.99051,                0.97556,                0.99401,                 0.8838,                0.53966,                0.32741,                  0.838,              0.0014733,              0.0014733,              0.0014733
                    269,                0.69084,                0.41006,                0.90426,                0.98139,                0.98556,                0.99414,                0.88544,                0.52961,                0.32331,                0.83441,              0.0014713,              0.0014713,              0.0014713
                    270,                0.67282,                0.40826,                0.89762,                0.98272,                0.98681,                0.99451,                0.88351,                0.53298,                0.32691,                 0.8355,              0.0014694,              0.0014694,              0.0014694
                    271,                0.70139,                 0.4137,                0.91177,                 0.9937,                0.98264,                0.99462,                0.88989,                0.52296,                  0.319,                0.83154,              0.0014674,              0.0014674,              0.0014674
                    272,                0.70318,                0.53593,                0.95319,                0.99058,                 0.9825,                0.99417,                0.88988,                0.52407,                0.31779,                0.83156,              0.0014654,              0.0014654,              0.0014654
                    273,                0.66683,                0.39997,                0.87439,                0.97452,                0.99199,                0.99347,                0.88277,                0.52831,                0.32135,                0.83292,              0.0014634,              0.0014634,              0.0014634
                    274,                0.71169,                0.43515,                0.91527,                0.98423,                0.98531,                0.99436,                0.88988,                  0.511,                0.31732,                0.82912,              0.0014614,              0.0014614,              0.0014614
                    275,                0.66932,                0.41539,                0.88956,                0.98915,                 0.9734,                0.99356,                0.88388,                0.51089,                0.32508,                0.82922,              0.0014595,              0.0014595,              0.0014595
                    276,                0.70877,                 0.4235,                0.91307,                0.99057,                0.98205,                0.99441,                0.88565,                 0.5149,                0.31806,                0.82991,              0.0014575,              0.0014575,              0.0014575
                    277,                0.70872,                0.41959,                0.89387,                0.99196,                0.98853,                0.99453,                0.88503,                0.52664,                0.31639,                0.83343,              0.0014555,              0.0014555,              0.0014555
                    278,                0.70367,                0.42602,                0.91403,                0.98976,                0.98264,                0.99448,                0.88919,                0.50843,                0.31234,                 0.8279,              0.0014535,              0.0014535,              0.0014535
                    279,                0.68473,                0.41894,                0.90594,                0.99595,                0.98525,                0.99439,                0.89047,                0.51843,                0.31235,                0.82835,              0.0014515,              0.0014515,              0.0014515
                    280,                0.73765,                0.42724,                0.90969,                0.99323,                0.97937,                0.99455,                0.88394,                0.51728,                0.31876,                0.82886,              0.0014496,              0.0014496,              0.0014496
                    281,                0.65335,                0.40304,                0.89758,                0.99592,                0.97846,                0.99435,                0.88976,                0.51481,                0.31486,                0.82766,              0.0014476,              0.0014476,              0.0014476
                    282,                0.71496,                 0.4342,                0.91662,                0.99325,                0.98226,                0.99416,                0.88957,                0.52403,                0.31657,                0.82819,              0.0014456,              0.0014456,              0.0014456
                    283,                0.66672,                0.43761,                0.89025,                0.98727,                0.98665,                0.99421,                0.89429,                0.50794,                 0.3102,                0.82478,              0.0014436,              0.0014436,              0.0014436
                    284,                0.64392,                 0.4171,                  0.882,                0.98798,                0.98785,                0.99453,                0.89543,                0.50604,                 0.3153,                0.82618,              0.0014416,              0.0014416,              0.0014416
                    285,                0.66157,                0.39865,                0.89735,                0.98723,                0.98798,                 0.9947,                0.89276,                0.50892,                0.30629,                0.82807,              0.0014397,              0.0014397,              0.0014397
                    286,                0.64221,                0.41854,                0.87359,                0.98828,                0.98531,                0.99448,                0.89451,                0.52278,                0.30817,                0.82949,              0.0014377,              0.0014377,              0.0014377
                    287,                0.67636,                0.40289,                 0.9019,                0.99461,                 0.9855,                0.99469,                0.89293,                0.51442,                0.30761,                0.82847,              0.0014357,              0.0014357,              0.0014357
                    288,                0.66718,                 0.4033,                0.88957,                0.98926,                0.98341,                0.99443,                0.89118,                0.51891,                0.31691,                 0.8297,              0.0014337,              0.0014337,              0.0014337
                    289,                0.68722,                0.42458,                0.91323,                0.99345,                0.97997,                 0.9946,                0.88717,                0.53522,                0.31412,                0.83291,              0.0014317,              0.0014317,              0.0014317
                    290,                0.67204,                 0.4091,                 0.9006,                0.98935,                0.98665,                0.99469,                0.88959,                0.51733,                0.30746,                0.82722,              0.0014298,              0.0014298,              0.0014298
                    291,                0.66981,                0.40927,                0.89674,                0.99275,                0.98798,                 0.9947,                0.89365,                0.51497,                0.31059,                0.82804,              0.0014278,              0.0014278,              0.0014278
                    292,                0.63166,                0.38801,                0.86435,                0.99123,                0.98932,                0.99457,                0.89293,                 0.5156,                 0.3032,                0.82732,              0.0014258,              0.0014258,              0.0014258
                    293,                0.71469,                 0.4173,                0.91844,                0.98927,                0.98484,                0.99449,                0.88721,                0.50647,                0.30775,                0.82438,              0.0014238,              0.0014238,              0.0014238
                    294,                0.69791,                0.41169,                0.90001,                0.98584,                0.98398,                0.99447,                0.89292,                0.49302,                0.30811,                0.82581,              0.0014218,              0.0014218,              0.0014218
                    295,                0.67059,                0.41422,                0.89267,                0.99459,                0.98194,                 0.9947,                0.89524,                0.50251,                0.30535,                 0.8244,              0.0014199,              0.0014199,              0.0014199
                    296,                0.66633,                0.40051,                0.90166,                0.99462,                0.98686,                0.99483,                0.89662,                0.49669,                0.30199,                0.82426,              0.0014179,              0.0014179,              0.0014179
                    297,                0.65551,                0.40759,                0.88304,                0.99326,                0.98371,                0.99472,                0.90277,                0.49356,                0.29997,                0.82054,              0.0014159,              0.0014159,              0.0014159
                    298,                0.67655,                0.41703,                0.91949,                 0.9879,                0.98093,                0.99432,                0.90091,                 0.5042,                0.30281,                0.82387,              0.0014139,              0.0014139,              0.0014139
                    299,                0.69038,                0.42572,                0.91864,                0.99422,                0.98665,                0.99475,                0.89418,                0.49557,                0.30599,                0.82204,              0.0014119,              0.0014119,              0.0014119
                    300,                0.66989,                0.40336,                0.89788,                0.99464,                 0.9912,                0.99493,                0.89617,                0.49649,                0.30688,                0.82282,                0.00141,                0.00141,                0.00141
                    301,                0.66366,                0.40678,                0.88962,                0.99249,                0.98798,                0.99469,                0.89359,                0.49814,                0.30608,                0.82355,               0.001408,               0.001408,               0.001408
                    302,                0.64742,                 0.3986,                0.87552,                0.99461,                0.98479,                0.99439,                0.89325,                0.49827,                0.31816,                0.82592,               0.001406,               0.001406,               0.001406
                    303,                0.65123,                0.40838,                0.89349,                0.99856,                0.98665,                0.99443,                 0.8956,                0.49209,                0.30592,                0.82184,               0.001404,               0.001404,               0.001404
                    304,                0.66958,                0.40995,                0.89562,                0.99326,                0.98665,                0.99451,                0.89818,                0.48927,                0.30019,                0.82022,               0.001402,               0.001402,               0.001402
                    305,                 0.6629,                0.39816,                0.89892,                0.99711,                0.98531,                0.99485,                0.89569,                0.49095,                 0.3016,                0.82089,              0.0014001,              0.0014001,              0.0014001
                    306,                0.65935,                0.40124,                0.89549,                0.99825,                0.98798,                0.99491,                0.89969,                0.49762,                0.30409,                0.82297,              0.0013981,              0.0013981,              0.0013981
                    307,                0.66442,                0.40721,                 0.9026,                0.99195,                0.98756,                0.99473,                0.89804,                0.49667,                0.30362,                0.82278,              0.0013961,              0.0013961,              0.0013961
                    308,                0.66831,                0.40975,                0.90762,                0.99329,                0.98782,                0.99485,                0.90295,                0.49051,                0.30542,                0.82046,              0.0013941,              0.0013941,              0.0013941
                    309,                0.64542,                0.49253,                0.90562,                0.98929,                0.98531,                0.99463,                0.89554,                 0.4984,                0.31052,                0.82267,              0.0013921,              0.0013921,              0.0013921
                    310,                0.65257,                0.40246,                0.89362,                0.99075,                0.98131,                0.99465,                0.90242,                0.48193,                 0.3019,                0.81961,              0.0013902,              0.0013902,              0.0013902
                    311,                0.71322,                0.41839,                0.92517,                0.99287,                0.98665,                0.99452,                 0.9006,                0.48209,                0.30377,                0.81946,              0.0013882,              0.0013882,              0.0013882
                    312,                0.67584,                0.44128,                0.89137,                0.99327,                0.98594,                0.99467,                0.90102,                0.48619,                  0.306,                0.81896,              0.0013862,              0.0013862,              0.0013862
                    313,                0.63266,                0.39114,                0.87273,                0.99597,                0.98995,                0.99493,                 0.9043,                0.48954,                0.30771,                0.82001,              0.0013842,              0.0013842,              0.0013842
                    314,                0.64085,                0.39578,                0.89294,                0.98975,                0.98932,                 0.9947,                0.89968,                0.49352,                 0.3138,                0.82137,              0.0013822,              0.0013822,              0.0013822
                    315,                0.63153,                0.39613,                  0.888,                0.98711,                0.99065,                0.99429,                0.90111,                0.49359,                0.30648,                0.82131,              0.0013803,              0.0013803,              0.0013803
                    316,                0.67371,                0.43006,                0.90109,                0.99167,                0.99199,                0.99458,                0.90748,                0.48668,                0.30051,                0.81896,              0.0013783,              0.0013783,              0.0013783
                    317,                0.66205,                 0.3924,                0.89292,                0.99464,                0.99189,                0.99484,                0.90221,                0.50238,                0.30372,                0.82054,              0.0013763,              0.0013763,              0.0013763
                    318,                0.63444,                0.38252,                0.89154,                0.99463,                0.98893,                0.99487,                0.90194,                0.48109,                0.29335,                0.81871,              0.0013743,              0.0013743,              0.0013743
                    319,                0.67588,                0.40639,                0.89727,                0.98797,                0.98696,                0.99468,                0.90112,                0.49164,                0.29727,                0.82041,              0.0013723,              0.0013723,              0.0013723
                    320,                0.63841,                0.39355,                0.87962,                0.99289,                0.98531,                0.99472,                0.90115,                0.49252,                0.30587,                0.81909,              0.0013704,              0.0013704,              0.0013704
                    321,                0.62293,                0.38516,                0.89659,                0.99602,                0.98264,                 0.9948,                0.90934,                0.48545,                0.29758,                0.81783,              0.0013684,              0.0013684,              0.0013684
                    322,                0.65707,                0.40874,                0.89157,                0.99458,                0.98055,                 0.9948,                0.90646,                0.48354,                 0.3035,                0.81723,              0.0013664,              0.0013664,              0.0013664
